uid	source	scene	sent	qidx	dialogue	context
2_35	两匹狼的婚礼	2	35	0	这是猪猪跟羊咩咩的内脏，这是关节的软骨。炒熟以后再加上炸得酥酥的鱼骨头，洒很多盐、大蒜、芥子和油再炒一遍，超香的──	因此我对各地饮食的认识有一定的自信，但缪里雀跃接下的东西我从来没印象，乍看之下感觉很恐怖。 ‖ “欸嘿嘿～这是到宅子里来的石匠跟我说的喔！现在劳兹本最流行的小吃，海盗盅！” ‖ 缪里手里是用便宜硬面包挖空盛装的小炒，内容物一团混乱。 ‖ ►“这是猪猪跟羊咩咩的内脏，这是关节的软骨。炒熟以后再加上炸得酥酥的鱼骨头，洒很多盐、大蒜、芥子和油再炒一遍，超香的──” ‖ 说到一半，强烈大蒜味从她手上随风吹来，熏得我睁不开眼。石匠体力消耗大，这的确会是他们喜欢的东西。缪里将木匙插进去挖一口塞进嘴里，眼睛马上闭得耳朵尾巴快要冒出来甩一样，然后一匙接一匙猛舀。 ‖ 尽管吃相毫不端庄，不过看她忘情得脸都要塞进那块大面包里，倒还挺有趣的。我将唠叨改为叹息，扯着她的袖子把她拉到人少的巷子里，要她好歹坐在木箱上吃。
2_39	两匹狼的婚礼	2	39	0	啊唔、唔咕……嗯咕、咕噜。呼。大哥哥，要吃吗？	说到一半，强烈大蒜味从她手上随风吹来，熏得我睁不开眼。石匠体力消耗大，这的确会是他们喜欢的东西。缪里将木匙插进去挖一口塞进嘴里，眼睛马上闭得耳朵尾巴快要冒出来甩一样，然后一匙接一匙猛舀。 ‖ 尽管吃相毫不端庄，不过看她忘情得脸都要塞进那块大面包里，倒还挺有趣的。我将唠叨改为叹息，扯着她的袖子把她拉到人少的巷子里，要她好歹坐在木箱上吃。 ‖ 缪里用她随身的木匙在那调味重的所谓海盗盅里猛挖，不时往周围香脆的面包碗咬上几口。 ‖ ►“啊唔、唔咕……嗯咕、咕噜。呼。大哥哥，要吃吗？” ‖ 吃掉一半以后她才终于想到我。我苦笑着请她掰一块面包碗，再舀一匙料盛在上面给我。犹豫不是因为我平时节制吃肉，而是其他原因。 ‖ 那刺激性的香味实在充满危险的魅力。随我一口气送进嘴里，香气立刻在口中爆炸，强烈刺激使我太阳穴到脑门都发麻了。
2_42	两匹狼的婚礼	2	42	0	会很有精神吧？	“啊唔、唔咕……嗯咕、咕噜。呼。大哥哥，要吃吗？” ‖ 吃掉一半以后她才终于想到我。我苦笑着请她掰一块面包碗，再舀一匙料盛在上面给我。犹豫不是因为我平时节制吃肉，而是其他原因。 ‖ 那刺激性的香味实在充满危险的魅力。随我一口气送进嘴里，香气立刻在口中爆炸，强烈刺激使我太阳穴到脑门都发麻了。 ‖ ►“会很有精神吧？” ‖ 缪里笑出虎牙这么说，而我却辣得差点咳嗽，好不容易嚼碎了咽下去。嘴里虽仍是鸡飞狗跳，但我不仅一点也不觉得难吃，还回味无穷地吞吞口水，觉得这是没办法单独吃的东西。 ‖ “会想配啤酒呢……”
2_44	两匹狼的婚礼	2	44	0	会想配啤酒呢……	那刺激性的香味实在充满危险的魅力。随我一口气送进嘴里，香气立刻在口中爆炸，强烈刺激使我太阳穴到脑门都发麻了。 ‖ “会很有精神吧？” ‖ 缪里笑出虎牙这么说，而我却辣得差点咳嗽，好不容易嚼碎了咽下去。嘴里虽仍是鸡飞狗跳，但我不仅一点也不觉得难吃，还回味无穷地吞吞口水，觉得这是没办法单独吃的东西。 ‖ ►“会想配啤酒呢……” ‖ “我也要！” ‖ 缪里大声附和呢喃的我。
2_45	两匹狼的婚礼	2	45	0	我也要！	“会很有精神吧？” ‖ 缪里笑出虎牙这么说，而我却辣得差点咳嗽，好不容易嚼碎了咽下去。嘴里虽仍是鸡飞狗跳，但我不仅一点也不觉得难吃，还回味无穷地吞吞口水，觉得这是没办法单独吃的东西。 ‖ “会想配啤酒呢……” ‖ ►“我也要！” ‖ 缪里大声附和呢喃的我。 ‖ 我瞪她一眼，她回我一个鬼脸。
2_49	两匹狼的婚礼	2	49	0	因为汤匙太小了啦。	缪里大声附和呢喃的我。 ‖ 我瞪她一眼，她回我一个鬼脸。 ‖ 接着她又开始猛扒，我忍不住要吃她慢一点，而她嚼了嚼内脏后对我说： ‖ ►“因为汤匙太小了啦。” ‖ 她还故意张大嘴巴，把汤匙摆在嘴巴前给我看。 ‖ 汤匙是人人旅行在外都会带的餐具，虚荣的商人甚至会把银匙插在帽子上。
2_52	两匹狼的婚礼	2	52	0	你看，都这么破了。好想要新的喔。	“因为汤匙太小了啦。” ‖ 她还故意张大嘴巴，把汤匙摆在嘴巴前给我看。 ‖ 汤匙是人人旅行在外都会带的餐具，虚荣的商人甚至会把银匙插在帽子上。 ‖ ►“你看，都这么破了。好想要新的喔。” ‖ “先把你咬汤匙的坏习惯改掉再说。还是说你要换铁汤匙？” ‖ “咦～！”
2_53	两匹狼的婚礼	2	53	0	先把你咬汤匙的坏习惯改掉再说。还是说你要换铁汤匙？	她还故意张大嘴巴，把汤匙摆在嘴巴前给我看。 ‖ 汤匙是人人旅行在外都会带的餐具，虚荣的商人甚至会把银匙插在帽子上。 ‖ “你看，都这么破了。好想要新的喔。” ‖ ►“先把你咬汤匙的坏习惯改掉再说。还是说你要换铁汤匙？” ‖ “咦～！” ‖ 狼都很讨厌铁制品。说到一半，附近的野狗似乎是发现缪里在这，有几只围了过来。它们像是来向缪里这头狼致敬，也像是被她手上香喷喷的食物引来。
2_54	两匹狼的婚礼	2	54	0	咦～！	汤匙是人人旅行在外都会带的餐具，虚荣的商人甚至会把银匙插在帽子上。 ‖ “你看，都这么破了。好想要新的喔。” ‖ “先把你咬汤匙的坏习惯改掉再说。还是说你要换铁汤匙？” ‖ ►“咦～！” ‖ 狼都很讨厌铁制品。说到一半，附近的野狗似乎是发现缪里在这，有几只围了过来。它们像是来向缪里这头狼致敬，也像是被她手上香喷喷的食物引来。 ‖ “我不分喔。”
2_56	两匹狼的婚礼	2	56	0	我不分喔。	“先把你咬汤匙的坏习惯改掉再说。还是说你要换铁汤匙？” ‖ “咦～！” ‖ 狼都很讨厌铁制品。说到一半，附近的野狗似乎是发现缪里在这，有几只围了过来。它们像是来向缪里这头狼致敬，也像是被她手上香喷喷的食物引来。 ‖ ►“我不分喔。” ‖ 缪里把海盗盅抱到一边去，我戳戳她的小脑袋。 ‖ 别说圣经要人们慷慨分享，之前在这座城遇上问题时，也是借助野狗的力量解决的，给点谢礼是应该的。
2_60	两匹狼的婚礼	2	60	0	噗……它们都有办法搜刮自己的食物耶，猎人又不需要施舍……	缪里把海盗盅抱到一边去，我戳戳她的小脑袋。 ‖ 别说圣经要人们慷慨分享，之前在这座城遇上问题时，也是借助野狗的力量解决的，给点谢礼是应该的。 ‖ 但缪里听了更不高兴。 ‖ ►“噗……它们都有办法搜刮自己的食物耶，猎人又不需要施舍……” ‖ 缪里念念有词地舀一匙牛羊杂，万分不舍地看了一会儿后放在脚边。野狗们立刻狂摇尾巴冲上来，抢得都打架了。 ‖ “是啦。我以前旅行的时候，不晓得被野狗抢走食物多少次。”
2_62	两匹狼的婚礼	2	62	0	是啦。我以前旅行的时候，不晓得被野狗抢走食物多少次。	但缪里听了更不高兴。 ‖ “噗……它们都有办法搜刮自己的食物耶，猎人又不需要施舍……” ‖ 缪里念念有词地舀一匙牛羊杂，万分不舍地看了一会儿后放在脚边。野狗们立刻狂摇尾巴冲上来，抢得都打架了。 ‖ ►“是啦。我以前旅行的时候，不晓得被野狗抢走食物多少次。” ‖ 听我这么说，又咔咔咬起汤匙来的缪里愣了一下后贼笑着说： ‖ “是因为你老是发呆吧？”
2_64	两匹狼的婚礼	2	64	0	是因为你老是发呆吧？	缪里念念有词地舀一匙牛羊杂，万分不舍地看了一会儿后放在脚边。野狗们立刻狂摇尾巴冲上来，抢得都打架了。 ‖ “是啦。我以前旅行的时候，不晓得被野狗抢走食物多少次。” ‖ 听我这么说，又咔咔咬起汤匙来的缪里愣了一下后贼笑着说： ‖ ►“是因为你老是发呆吧？” ‖ “我不能否认。” ‖ 缪里笑呵呵地又舀一匙牛羊杂时，眼睛忽然睁得又圆又大。顺她的视线转头一看，只见一群显然穿着旅装的人陆续经过，其中有几个背着特别的东西。
2_65	两匹狼的婚礼	2	65	0	我不能否认。	“是啦。我以前旅行的时候，不晓得被野狗抢走食物多少次。” ‖ 听我这么说，又咔咔咬起汤匙来的缪里愣了一下后贼笑着说： ‖ “是因为你老是发呆吧？” ‖ ►“我不能否认。” ‖ 缪里笑呵呵地又舀一匙牛羊杂时，眼睛忽然睁得又圆又大。顺她的视线转头一看，只见一群显然穿着旅装的人陆续经过，其中有几个背着特别的东西。 ‖ “大哥哥，那是什么！”
2_67	两匹狼的婚礼	2	67	0	大哥哥，那是什么！	“是因为你老是发呆吧？” ‖ “我不能否认。” ‖ 缪里笑呵呵地又舀一匙牛羊杂时，眼睛忽然睁得又圆又大。顺她的视线转头一看，只见一群显然穿着旅装的人陆续经过，其中有几个背着特别的东西。 ‖ ►“大哥哥，那是什么！” ‖ 她用拿木匙的手拉我袖子问，害我担心弄脏借来的衣服而慌了一下，但缪里才不管这种事。 ‖ “那是……”
2_69	两匹狼的婚礼	2	69	0	那是……	缪里笑呵呵地又舀一匙牛羊杂时，眼睛忽然睁得又圆又大。顺她的视线转头一看，只见一群显然穿着旅装的人陆续经过，其中有几个背着特别的东西。 ‖ “大哥哥，那是什么！” ‖ 她用拿木匙的手拉我袖子问，害我担心弄脏借来的衣服而慌了一下，但缪里才不管这种事。 ‖ ►“那是……” ‖ 旅装有很多种，而我在这一带从没见过那种样式。 ‖ 感觉很挺拔，踏着充满自信的步伐，使我猜想他们来自南方都市。他们的其中一人，背着一捆像是巨大餐具的东西。
2_72	两匹狼的婚礼	2	72	0	会是城里餐厅要用的吗……应该不是。	“那是……” ‖ 旅装有很多种，而我在这一带从没见过那种样式。 ‖ 感觉很挺拔，踏着充满自信的步伐，使我猜想他们来自南方都市。他们的其中一人，背着一捆像是巨大餐具的东西。 ‖ ►“会是城里餐厅要用的吗……应该不是。” ‖ 里头有人手那么长的匙子，以及像是用来插牛肉块的双头木叉，还有很多奇形怪状，没见过的东西。 ‖ “咦～为什么旅行的人会带那种东西？要在这里开店吗？”
2_74	两匹狼的婚礼	2	74	0	咦～为什么旅行的人会带那种东西？要在这里开店吗？	感觉很挺拔，踏着充满自信的步伐，使我猜想他们来自南方都市。他们的其中一人，背着一捆像是巨大餐具的东西。 ‖ “会是城里餐厅要用的吗……应该不是。” ‖ 里头有人手那么长的匙子，以及像是用来插牛肉块的双头木叉，还有很多奇形怪状，没见过的东西。 ‖ ►“咦～为什么旅行的人会带那种东西？要在这里开店吗？” ‖ 缪里咔咔咬着木匙问。 ‖ “可能是有南方的人要搬过来吧。你看，还有人搬家具呢。”
2_76	两匹狼的婚礼	2	76	0	可能是有南方的人要搬过来吧。你看，还有人搬家具呢。	里头有人手那么长的匙子，以及像是用来插牛肉块的双头木叉，还有很多奇形怪状，没见过的东西。 ‖ “咦～为什么旅行的人会带那种东西？要在这里开店吗？” ‖ 缪里咔咔咬着木匙问。 ‖ ►“可能是有南方的人要搬过来吧。你看，还有人搬家具呢。” ‖ “哇～真的耶。” ‖ 缪里兴高采烈地看着那群人，将剩余的海盗盅送进嘴里，突然说：
2_77	两匹狼的婚礼	2	77	0	哇～真的耶。	“咦～为什么旅行的人会带那种东西？要在这里开店吗？” ‖ 缪里咔咔咬着木匙问。 ‖ “可能是有南方的人要搬过来吧。你看，还有人搬家具呢。” ‖ ►“哇～真的耶。” ‖ 缪里兴高采烈地看着那群人，将剩余的海盗盅送进嘴里，突然说： ‖ “我想要那个汤匙！有那个不只能吃很大口，有需要还能当武器，很帅吧？”
2_79	两匹狼的婚礼	2	79	0	我想要那个汤匙！有那个不只能吃很大口，有需要还能当武器，很帅吧？	“可能是有南方的人要搬过来吧。你看，还有人搬家具呢。” ‖ “哇～真的耶。” ‖ 缪里兴高采烈地看着那群人，将剩余的海盗盅送进嘴里，突然说： ‖ ►“我想要那个汤匙！有那个不只能吃很大口，有需要还能当武器，很帅吧？” ‖ 她拿那种尺寸的东西，感觉和年轻人拿长剑差不多吧。帅气是帅气，可是用那种东西吃饭，餐费不晓得会爆增成什么样子。 ‖ “不可以，你是想等我说只能买一汤匙的时候，把那个拿出来吧。”
2_81	两匹狼的婚礼	2	81	0	不可以，你是想等我说只能买一汤匙的时候，把那个拿出来吧。	缪里兴高采烈地看着那群人，将剩余的海盗盅送进嘴里，突然说： ‖ “我想要那个汤匙！有那个不只能吃很大口，有需要还能当武器，很帅吧？” ‖ 她拿那种尺寸的东西，感觉和年轻人拿长剑差不多吧。帅气是帅气，可是用那种东西吃饭，餐费不晓得会爆增成什么样子。 ‖ ►“不可以，你是想等我说只能买一汤匙的时候，把那个拿出来吧。” ‖ “嗯。就像晒衣竿那么长的肉串就可以吃到爽一样。” ‖ 她似乎是对烤肉只能吃一串的限制相当耿耿于怀。
2_82	两匹狼的婚礼	2	82	0	嗯。就像晒衣竿那么长的肉串就可以吃到爽一样。	“我想要那个汤匙！有那个不只能吃很大口，有需要还能当武器，很帅吧？” ‖ 她拿那种尺寸的东西，感觉和年轻人拿长剑差不多吧。帅气是帅气，可是用那种东西吃饭，餐费不晓得会爆增成什么样子。 ‖ “不可以，你是想等我说只能买一汤匙的时候，把那个拿出来吧。” ‖ ►“嗯。就像晒衣竿那么长的肉串就可以吃到爽一样。” ‖ 她似乎是对烤肉只能吃一串的限制相当耿耿于怀。 ‖ “你怎么都在想这种事啊……”
2_84	两匹狼的婚礼	2	84	0	你怎么都在想这种事啊……	“不可以，你是想等我说只能买一汤匙的时候，把那个拿出来吧。” ‖ “嗯。就像晒衣竿那么长的肉串就可以吃到爽一样。” ‖ 她似乎是对烤肉只能吃一串的限制相当耿耿于怀。 ‖ ►“你怎么都在想这种事啊……” ‖ “咦～可是那真的很棒耶，好想用那个吃好多好吃的东西喔。” ‖ 她有时冷静得连大人都比不上，但有时稚气却重得我都搞不懂。
